created_at,id_str,full_text
2018-01-05 22:58:09+00:00,949414744905175040,ada kecelakaan 2 bus di kamu 48 tol cikampek arah jakarta
2018-01-05 23:07:49+00:00,949417177664258048,aki adalah jumlah kematian ibu selama masa kehamilan persalinan dan nifas yang disebabkan oleh kehamilan persalinan dan nifas atau pengelolaannya tetapi bukan karena sebab-sebab lain seperti kecelakaan atau terjatuh di setiap 100000 kelahiran hidup
2018-01-05 23:43:48+00:00,949426233774718976,0643: kecelakaan truk tronton roda 10 alami selip masuk ke lajur pembatas jalan dan menabrak tiang pju sekitar 400 meter menjelang kamu 78 dari jakarta arah merak imbas lalin macet di arah sebaliknya (p wahyu)
2018-01-05 23:50:07+00:00,949427824028299264,kecelakaan motor di lampu merah cocacola cempaka putih 1 korban luka
2018-01-06 20:15:25+00:00,949736180744007680,02:28 kecelakaan mitsubishi b 2581 szk menabrak pembatas di depan jak tv kawasan scbd jaksel &amp sudah dalam penanganan
2018-01-06 20:38:03+00:00,949741876218798080,dunia 4 kendaraan kecelakaan beruntun di tol fatmawati arah serpong - detikcom (siaran pers) pasangan
2018-01-06 22:42:54+00:00,949773296504983552,0543: kecelakaan minibus warna putih di jalan nata endah bandung jabar mohon bantuan petugas (p rahmat)
2018-01-06 22:49:51+00:00,949775045685071873,kecelakaan lalulintas di pettarani
2018-01-06 23:28:43+00:00,949784824927039489,eorang warga desa cihonje gumelar meninggal karena kecelakaan kerja di perkebunan cianjur gumelar kemarin korban
2018-01-06 23:46:35+00:00,949789322277928961,belakangan ini sangat disayangkan masih banyak kecelakaan yang terjadi di laut turut berduka cita kepada keluarga para korban mari simak analisa prof berikut:
2018-01-07 19:35:09+00:00,950088436488130560,foto kecelakaan semarang : begini jika truk terguling di bawen
2018-01-07 21:56:42+00:00,950124057709588480,kanye west memiliki pelat logam di dagunya akibat kecelakaan mobil yang fatal di tahun 2002
2018-01-07 22:45:54+00:00,950136440981045248,0545: : lalin saat ini padat di ruas arah jakarta dampak penanganan kecelakaan di lajur 2 kamu 12 selepasnya lalin kembali ramai lancar
2018-01-08 19:11:54+00:00,950444971131396103,kecelakaan di semanggi sebuah mobil ringsek
2018-01-08 19:13:15+00:00,950445313055010816,melihat info berita bahwa terjadi kecelakaan di /4an obsktr 19mnt yang lalu
2018-01-08 19:55:06+00:00,950455844612829185,miki olih telpon sing no kie +62 813 2241 7969 jare keluargaku dah yang kecelakaan yang aneh nya orangnya dah di kamar lagi tidur
2018-01-08 20:34:04+00:00,950465649934938112,toyota rush ringsek akibat kecelakaan di semanggi: //jakarta- sebuah mobil
2018-01-08 21:43:44+00:00,950483183107108865,izin share barang kali ada yang kenal ktp atas nama arini ulfa hidayah yang berkuliah di iain serang siang tadi kecelakaan di daerah cikande serang dan meninggal di tempat keluarga nya di lampung semua mohon bantuan nya untuk mengshare kee grup manapun supaya bisa bantu
2018-01-08 21:58:46+00:00,950486963752075265,ada kecelakaan di jalan a yani pemalang dekat hotel winner dum truk lawan jeep daihatsu
2018-01-08 22:49:29+00:00,950499728197742593,takbir keliling sering bdampak buruk pada umat kecelakaan jatuh dari motor dll kegiatan keagamaan di monas dilarang untuk semua agama kan ada tempatnya masing2? pemotongan kurban dilarang di sekolah sd karena pada dasarnya anak kecil belum sanggup menonton pemotongan dan ngurusi kurban
2018-01-08 22:56:41+00:00,950501540594302976,innalilahiwainnailaihirojiun teman kami guru pjok sdn harjosari kidul 02(bapak subagyo spd) mengalami kecelakaan lalin mugio ditempatkan di syurgamu ya rob
2018-01-08 23:21:51+00:00,950507873003425792,mobil patroli satlantas kecelakaan di sungai bakau kasatlantas polres mempawah akp eko budi darmawan membenarkan peristiwa kecalakaan lalu lintas
2018-01-08 23:28:42+00:00,950509597038600192,begini kronologis kecelakaan di cikande yang tewaskan mahasiswi uin banten
2018-01-08 23:49:02+00:00,950514717172285440,0648: rt : kecelakaan kendaraan grand livina di bahu jalan di citereup kamu 28 200 tol jagorawi arah jakarta dalam penanganan petugas jasamarga
2018-01-08 23:51:04+00:00,950515228269150208,mhn hati-hati terjadi kecelakaan mobil box terbalik di tol janger arah tangerang antara gerbang tol bitung dan karawaci
2018-01-08 23:55:41+00:00,950516389382516736,ada kecelakaan di perempatan ijan mobil masuk trotoar sudah ada petugas
2018-01-08 23:56:27+00:00,950516580714037248,0656 : rt : terjadi kecelakaan tunggal mobil pickup putih tanpa muatan di tol tangerang arah jakarta kamu 21
2018-01-09 20:07:29+00:00,950821348057722881,jangan sampai anak adik-adik kita kecelakaan karena kelalaian kita sendiri jangan bermain di
2018-01-09 20:50:35+00:00,950832196528435200,kecelakaan di bawah jembatan tol pekajangan korban ibu-ibu muda yang sedang menggendong
2018-01-09 21:08:53+00:00,950836801324843013,0410 kecelakaan sebuah kendaraan mitsubishi b 805 emo di jalan di pandjaitan ( penas) arah jatinegara dalam penanganan
2018-01-09 21:39:44+00:00,950844563907756032,ada kecelakaan tunggal di fly over mayangkara arah ke surabaya sepeda motor sendirian sepertinya sekitar 10 menit yang lalu
2018-01-09 22:50:57+00:00,950862487561191424,0550: kecelakaan truk kontainer di lajur kanan kamu 25 ruas dari cibitung arah cikarang lalin mulai macet (p john)
2018-01-09 23:06:47+00:00,950866468719087616,0606: kecelakaan pengendara sepeda motor dengan contener di depan pt omron kawasan ejip lippo cikarang jabar arah ke jalan raya cikarang (p ujang)
2018-01-10 22:25:09+00:00,951218380731695104,0525: kecelakaan mobil kijang kotak warna merah di lajur 4 kamu 11200 ruas tol cikampek dari cawang arah cikampek setelah simpang susun cikunir | (p junaidi)
2018-01-10 22:39:41+00:00,951222040555483136,ada kecelakaan di tol cikampek dari cawang arah cikampek untuk mata-mata yang berada di sekitar tkp bisa kirim foto atau videonya ke
2018-01-11 23:10:51+00:00,951592271035514880,topik hari ini : di musim penghujan seperti saat ini jalan raya sering kali licin sobat panorama dan rawan terjadi kecelakaan nah bagaimana antisipasi kamu supaya tidak mengalami kecelakaan di jalan raya saat musim penghujan?
2018-01-11 23:18:56+00:00,951594303414878208,tabrakan adu jangkrik 1 korban tewas 2 lainnya terluka kecelakaan maut di sebelah puri ageng blahbatuh
2018-01-11 23:27:51+00:00,951596549464760320,0627 lalin simp cimone padat dikarenakan terjadi kecelakaan antara mini bus dan angkot di depan pintu masuk terminal cimone
2018-01-11 23:32:41+00:00,951597764923637760,ikatan dokter indonesia pernah meminta keterangan dokter rs permata hijau bimanesh sutarjo terkait penanganan medis mantan ketua dpr setya novanto pasca-kecelakaan mobil pada november 2017 novanto ditangani bimanesh di rs permata hijau
2018-01-12 21:15:19+00:00,951925584275193856,04:12 kecelakaan bus b 7270 deh menabrak pembatas di dkt wisma tani jalan taman marga satwa jaksel &amp sudah dalam penanganan polri
2018-01-12 21:18:45+00:00,951926445982474241,0418: rt : kecelakaan hyundai b 1628 uig menabrak pembatas di dkt gardu tol kuningan 1 jalan gatot subroto &amp sudah dalam penanganan polri
2018-01-12 21:45:16+00:00,951933118226681856,04:14 kecelakaan daihatsu xenia b 2658 pbd menabrak pembatas di depan indomobil jalan mt haryono &amp sudah dalam penanganan polri
2018-01-12 22:47:10+00:00,951948699432665088,05:45 ada kecelakaan mobil tronton menabrak pembatas jalan di tol jorr mengarah ke bsd-serpong kamu 32-200 belum ada petugas yang menangani
2018-01-12 23:28:42+00:00,951959148652040192,sakti memang belum kecelakaan sudah pesan kamar rumah sakitpntes celakanya cuma di buat2 kalo mati ?
2018-01-12 23:39:39+00:00,951961903525388288,0637 kecelakaan kendaraan trailler a 9745 kali di ruas tol pondok indah arah kp rambutan saat ini masih penanganan
2018-01-13 17:56:52+00:00,952238027929038848,kecelakaan di tikungan amoy sibolangit polisi terpaksa jalan 1 kamu
2018-01-13 17:58:03+00:00,952238327423315968,satu orang tewas begini kronologi kecelakaan mobil vs sepeda motor di tanjung brebes - pantura post
2018-01-13 22:02:09+00:00,952299756662878209,04:57 kecelakaan toyota fortuner terguling di jalan sama ratulangi menteng jakpus &amp masih penanganan polri
2018-01-13 22:10:23+00:00,952301828401635328,0510: : kecelakaan di dukuh kamu 06 arah cawang kendaraan datsun go+ di bahu jalan dalam penanganan petugas
2018-01-13 22:27:06+00:00,952306034315423746,kecelakaan tunggal mobil fortuner putih terguling di menteng
2018-01-13 22:34:43+00:00,952307950646804480,radio andika 0527 info awal : telah terjadi kecelakaan sekitar jam 1 dini hari tadi di selatan simpang empat
2018-01-13 23:01:31+00:00,952314695511293953,radio andika 0548 update : kecelakaan antara sepeda motor dengan truk di selatan simpang empat jongbiru kediri
2018-01-13 23:19:16+00:00,952319163355185157,0619: rt : kecelakaan kendaraan datsun go+ di kamu 06 ruas arah cawang selesai penanganan petugas
2018-01-13 23:20:48+00:00,952319551223418880,0620: rt : kecelakaan kendaraan avanza di bahu jalan kamu 43200 ruas arah puncak dalam penanganan petugas
2018-01-13 23:31:41+00:00,952322287096639488,potensi kecelakaan di per3an maspion 2 gedangan memang besar soalnya kebanyakan kendaraan dari arah lingkar timur menerobos
2018-01-14 21:04:37+00:00,952647665224953856,kecelakaan adu banteng di wonoayu satu tewas
2018-01-14 21:10:14+00:00,952649079506513920,kecelakaan beruntun bus vs truk dan sedan di cianjur hasilnya
2018-01-14 21:10:15+00:00,952649084770365441,sehari dua kecelakaan lalulintas terjadi di cianjur
2018-01-14 21:40:23+00:00,952656668772376576,0440: kecelakaan beruntun 4 kendaraan di lajur paling kanan kamu 36400 ke arah bandara soetta (p ade)
2018-01-14 21:49:04+00:00,952658852239101952,kecelakaan di warung kondang bangbayang 14 januari 2018: melalui
2018-01-14 23:20:46+00:00,952681929022861312,kecelakaan truk tangki vs mobil pick up di cawang: via
2018-01-15 22:43:41+00:00,953034985115496448,0543: kecelakaan 2 truk di kamu 23 dari cikunir ke arah pondok indah (p satrio)
2018-01-15 22:48:08+00:00,953036105539923970,kecelakaan dua mobil di kemayoran jakarta pusat
2018-01-15 22:49:45+00:00,953036511892484098,dilaporkan ada kecelakaan di depan sampai 1 sgs truk pengangkut genting terbalik dan menghalangi ruas jalan arah mlg kejadian sekitar pukul 0400 wib untuk sementara arah malang dialihkan melalui ruas arah surabaya
2018-01-15 22:54:16+00:00,953037646837686273,0554: kecelakaan 2 truk di kamu 23 dari cikunir ke arah pondok indah masih dalam penanganan petugas (p satrio)
2018-01-15 23:09:47+00:00,953041552531537920,0609: kondisi salah satu truk yang terlibat kecelakaan di kamu 23 dari cikunir ke arah pondok indah masih dalam penanganan petugas (p satrio)
2018-01-15 23:11:07+00:00,953041888113704960,16 jangan | telah terjadi kecelakaan di jalan by pas ida bagus mantra arus lalin tersendat info dari
2018-01-15 23:19:29+00:00,953043993041952768,0620: rt : kecelakaan di ruas menjelang exit fatmawati pondok labu harap bersabar masih dalam penanganan petugas
2018-01-15 23:22:35+00:00,953044775728328704,kemacetan dampak penanganan kecelakaan antara 2 truk di kamu 22300 tol jorr dari cikunir ke arah pondok indah
2018-01-15 23:25:01+00:00,953045384863014912,kecelakaan terjadi di jalan raya sukawati tepatnya dekat pura dalem batuan selasa (16/1) sebuah mobil menabrak pohon beruntung tidak ada korban terluka parah dalam peristiwa ini info dari
2018-01-15 23:25:57+00:00,953045622809968640,ada kecelakaan di di tol jorr jelang exit fatmawati buat mata-mata yang berada di sekitar tkp bisa kirim infonya ke
2018-01-15 23:26:09+00:00,953045672101478400,rentetan kecelakaan bangunan di jakarta dalam tiga tahun terakhir
2018-01-15 23:51:27+00:00,953052038329352193,mantaps hari ini dari kprambutan ke arah cilandak sudah padat merayaptolong dipercepat pak evakuasi kecelakaan di km23400 mendung sebagian gerimis tipis
2018-01-15 23:54:32+00:00,953052815827456000,0654 wib jatiwarna - tmii padat kepadatan arah fatmawati penanganan kecelakaan di kamu 23+400 di lajur 1/kiri gunakan jalur alternatif
2018-01-15 23:56:02+00:00,953053192845066240,mohon maaf atas ketidaknyamanannya untuk kecelakaan di fatmawati kamu 23+400 terlibat 2 kendaraan truk saat ini sedang dalam peroses penanganan
2018-01-16 22:40:14+00:00,953396503095033856,radio andika 0539 pak abdul telah terjadi kecelakaan tunggal yang berada di areal persawahan barat smpn 1
2018-01-16 22:46:37+00:00,953398109459046400,tol japek arah jakarta dari kamu 63 sudah stuck apa ada kecelakaan? di kamu brp?
2018-01-16 23:04:44+00:00,953402669284040705,0603: rt : imbas penanganan kecelakaan di kamu 18500 di ruas lalin merayap dari kamu 21 arah jakarta arah sebaliknya lancar
2018-01-16 23:08:21+00:00,953403580949540864,tol purbaleunyi macet di kamu 63 tadi pas lewat pakai 0540 karena kecelakaan truk hati-hati di jalan utamakan keselamatan taruwit
2018-01-16 23:19:55+00:00,953406489846202370,bisa kita sebut cinta kita adalah kecelakaan rindu tumpah penuh bercak di setiap dinding akhir adu mata kita -
2018-01-16 23:34:20+00:00,953410117935906818,0632 wib bitung kamu 23 - tangerang kamu 18+800 padat ada penanganan kecelakaan di lajur 1-2-3/ kiri- tengah gunakan lajur 4/kanan
2018-01-16 23:35:32+00:00,953410421062430720,0633 wib dawuan kamu 66 - kamu 63 arah jakarta padat ada penanganan kecelakaan di lajur darurat-1/kiri gunakan lajur 2-3/tengah-kanan
2018-01-16 23:42:40+00:00,953412217495416832,0643 - kecelakaan di tol japek di dawuan kamu 63 arah jakarta terlibat 3 kendaraan truk diamankan ke lajur darurat/kiri rt
2018-01-16 23:45:20+00:00,953412885841002496,0643 - tol jakarta - tangerang dari bitung arah jakarta padat dampak ada kecelakaan di kamu 18800 sekitar tangerang info lengkap dengarkan di
2018-01-16 23:47:47+00:00,953413501745209344,0647: rt : kecelakaan di tol janger tangerang kamu 18800 arah tomang kendaraan muatan hebel dalam penanganan di lajur 1-2-3/ kiri- tengah gunakan lajur 4/kanan
2018-01-17 22:45:49+00:00,953760298623680512,05:42 kecelakaan mobil box b 9272 scc di layang jatiwarna arah cikunir sedang penanganan lalin tersendat
2018-01-17 22:48:52+00:00,953761064499343360,0545 wib tomang - kb jeruk kamu 03+400 padat ada penanganan kecelakaan truk di bahu jalan-lajur 2/kiri-tengah
2018-01-17 23:01:24+00:00,953764218922180608,0600 wib bekasi timur - tambun kamu 22 padat ada penanganan kecelakaan di bahu jalan/kiri
2018-01-17 23:13:27+00:00,953767251177426944,06:00 kecelakaan truk b 9296 wf muatan sepeda motor terguling di tol janger di kamu 3200 arah tangerang
2018-01-17 23:14:27+00:00,953767502760169474,macet di tol tangerang mnuju tomang akibat pengendara mengurangi kecepatan kendaraan untuk melihat kecelakaan di ruas jalan sebaliknya (tomang-tangerang)
2018-01-17 23:28:35+00:00,953771060738084865,kecelakaan di cikole tadi malam mobil vs mobil
2018-01-17 23:33:03+00:00,953772184320659457,kecelakaan truk pengangkut motor terguling di tol jakarta merak arah tangerang didekat begitu kebon jeeuk macet total
2018-01-17 23:35:57+00:00,953772913609486336,pamedek ditabrak truk 1 tewas 1 luka kecelakaan maut satu keluarga di jalan depan smpn 2 selat
2018-01-17 23:39:18+00:00,953773758723981312,0635 wib bekasi timur - tambun kamu 22 padat ada penanganan kecelakaan di lajur darurat/kiri
2018-01-17 23:40:10+00:00,953773974613213184,0640 bekasi timur - tambun kamu 22 padat ada penanganan kecelakaan di lajur darurat/kiri rt
2018-01-17 23:43:12+00:00,953774738005934080,macet bertumpuk karena terjadi kecelakaan di ruas tol arah sebaliknya doyan banget nontonin orang celaka typical indonesians
2018-01-17 23:59:51+00:00,953778926572072961,radio andika 0656 untuk mengantisipasi terjadinya kecelakaan dan kepadatan di jalur puncu kediri petugas dari
2018-01-18 20:37:35+00:00,954090414197239808,recang recing recang recing pale lo bejendol joki bocah masih saja lo biarkan nyetting motor kagak pakai helm pas tuh bocah mati kecelakaan lu panjang lebar kirim salam perpisahan di medsos yang kagak bisa dia baca bloon
2018-01-18 21:45:40+00:00,954107548122009601,kecelakaan tunggal terjadi di kamu 37 tol jatiwarna arah cikunir
2018-01-18 21:58:05+00:00,954110671880257536,0458: : kecelakaan di dawuan kamu 66+800 arah bandung kendaraan colt diesel dalam penanganan petugas
2018-01-18 21:59:53+00:00,954111123560660992,0459: : kecelakaan di karawang barat kamu 48+200 arah jakarta kendaraan truk fuso di lajur 1/kiri dalam penanganan petugas
2018-01-18 22:34:51+00:00,954119924435177472,0530 kecelakaan antara fortuner dan truck kontainer di pos 9 tanjung priok dalam penanganan petugas
2018-01-18 22:43:33+00:00,954122114155479041,0542: rt : kecelakaan antara fortuner dan truck kontainer di pos 9 tanjung priok jakut dalam penanganan petugas
2018-01-18 22:50:02+00:00,954123745609723906,pemimpin oposisi zimbabwe tewas dalam kecelakaan helikopter di as
2018-01-18 23:42:06+00:00,954136848992935937,mobil dan truk kontainer kecelakaan di tj priok #
2018-01-18 23:44:00+00:00,954137328460619777,dari kemarin melihat dan dengar kecelakaan mulu jadi stres pas lagi di jalan begini take care of your self ya guys
2018-01-19 17:53:51+00:00,954411596058513408,beredar foto kecelakaan di tabrani ahmad dua korban bergelimpangan di aspal lewat
2018-01-19 18:27:56+00:00,954420174702063616,0127: : kecelakaan di bogor kamu 40 arah ciawi kendaraan truk tangki di lajur 1/kiri dalam penanganan petugas
2018-01-19 18:44:41+00:00,954424389893701632,terjadi kecelakaan di depan pasar singosari lur honda brio dari arah surabaya menabrak truk parkir sopir dibawa ke rs mobil rusak parah tetap berhati-hati lur
2018-01-19 18:45:33+00:00,954424607406092289,kondisi korban kecelakaan di jalan lintas sumatera kamu 9 muaro bungo
2018-01-19 19:35:30+00:00,954437178288828416,waktu kecelakaan dulu cuma 2 orang yang tetap genggam tanganku sampai ketiduran di pinggir tempat tidur yang ku tau pipi mereka basah karena air mata
2018-01-19 20:36:26+00:00,954452513658363904,taruh pisau garpu benda tajam racun di lemari atas tusuk sate buang dulu baru berikan agar anak aman kecelakaan tulislah lalu tempel youtube anak kena pisau didik anak sd bantu2 kerja agar muda tidak malas kerja ingin balas jasa ilmu selamat ini? sms no di profil / twet
2018-01-19 22:10:26+00:00,954476166747865088,sudah berlangsung kecelakaan sesuatu bus yang terdiri dari 15 penumpang jatuh kejurang perihal ini terhadi di tempat puncak bogor hasil penyelidikan dari 15 penumpang dilaporkan 1 orang meninggal dunia 2 orang luka kronis 3 orang luka mudah 4 sehat serta 5 sempurna
2018-01-19 23:13:04+00:00,954491929848266752,orang jepang yang selamat dari kecelakaan titanic disebut pengecut di negaranya karena dia tidak mati bersama penumpang lainnya
2018-01-19 23:18:27+00:00,954493286407847937,sepanjang musim penghujan seperti saat ini apakah sobat panorama pernah melihat kecelakaan di jalan raya? share informasi disini ya !! komen di facebook fanspage panorama 1003 fm telpon ke 0343-429100 only on semangat pagi
2018-01-20 18:06:45+00:00,954777230957101056,alasan enggak mau kecelakaan : - takut mati - takut kalo badan rusak parah terus difoto orang sekitar buat dijadikan postingan doi di sosmed
2018-01-20 18:33:59+00:00,954784086664474624,tidak hanya terbatas pada lingkungan kerja karena sebab kecelakaan dan penyakit akibat kerja pun banyak ditemui di luar tempat kerja formal
2018-01-20 19:10:44+00:00,954793333401899008,0210: : kecelakaan di tomang kamu 01+600 dari arah kb jeruk dalam penanganan petugas
2018-01-20 21:57:42+00:00,954835349750145024,gadis remaja bernama ketut putri kharisma dewi (16) meninggal dunia setelah mengalami kecelakaan lalu lintas di ruas jalan singaraja - bungkulan kilometer 9800 tepatnya di banjar dinas pamesan desa bungkulan kecamatan sawan buleleng sabtu (20/1) sekitar pukul 1600 wita
2018-01-20 22:35:55+00:00,954844969562492928,peningkatan jumlah kecelakaan lalu lintas serta korban meninggal dunia (md) tahun 2017 di
2018-01-20 23:46:53+00:00,954862828124450816,06:20 kecelakaan daihatsu xenia b 1427 pkn menabrak pembatas di dekat patung kuda jalan merdeka barat jakpus &amp masih penanganan polri
2018-01-21 20:08:21+00:00,955170222146691072,kecelakaan yang melibatkan angkutan massal antar daerah dengan satu sepeda motor terjadi di jalan raya puncak
2018-01-21 21:04:42+00:00,955184403373699072,0400 kecelakaan sebuah kendaraan di 7891 sama di tol cawang arah semanggi kamu 03800 korban di evakuasi ke rs tebet dan masih penanganan
2018-01-21 21:09:04+00:00,955185499597021184,0408: rt : kecelakaan kendaraan elf di 7891 sama di ruas cawang arah semanggi kamu 03800 korban dievakuasi ke rs tebet dan masih penanganan ptgs
2018-01-21 21:10:58+00:00,955185980176187392,0405 kecelakaan sebuah angkutan umum b 2111 pagi menabrak tiang listrik dan warung di jalan raya bekasi kamu 13 ( depan rs harapan jayakarta ) masih penanganan
2018-01-21 21:22:32+00:00,955188888703676416,0421 kecelakaan sebuah truck box ab 9240 dah dengan sedan b 2085 sps di jalan soepomo tebet penanganan
2018-01-21 21:27:30+00:00,955190140606988288,terungkap! 63 persen kecelakaan di jalan tol karena kendaraan berat
2018-01-21 21:45:50+00:00,955194753611476993,diduga menghindari seekor kucing sebuah pikap mengalami kecelakaan di jalan raya kecamatan suboh situbondo
2018-01-21 21:48:42+00:00,955195472905494533,truk dan motor korban kecelakaan diamankan di kantor polisi: / pekalongan
2018-01-21 22:00:36+00:00,955198470217977858,pemotor yang terlibat kecelakaan dengan bus sugeng rahayu di klaten dikabarkan meninggal
2018-01-21 23:18:27+00:00,955218062298542080,di black mirror episode crocodile interogatornya juga menyuruh saksi mata buat membaui bir biar lebih gampang mengingat soalnya pas kejadian kecelakaan ada bau bir di tkp
2018-01-22 19:30:14+00:00,955523016514928641,yesh touring rame-rame kadang pakai kawalan rompi ijo + sirine kencang makin berasa punya jalan banyak duit tapi tetap anarkis kalo kecelakaan di jalan
